Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2009
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"250290 Brejo dos Santos";5899;2,12;304,71;50,83;18,78;3,57;8,71;611279,13;1176311,55;1797503,14
"250300 Caaporã";20064;5,08;260,44;64,42;2,57;3,98;2,32;2344075,26;4035009,81;5225452,96
"250310 Cabaceiras";5112;1,99;299,40;46,30;0,57;9,47;1,70;562776,20;963323,80;1530532,47
"250320 Cabedelo";51865;14,65;516,54;76,14;0,86;8,01;2,38;7333834,54;19456423,52;26790258,06
"250330 Cachoeira dos Índios";8693;2,12;283,82;74,36;12,07;3,51;4,59;789165,11;958359,03;2467258,58
"250340 Cacimba de Areia";3604;1,54;379,21;40,64;1,62;14,45;5,92;466669,07;900002,79;1366671,86
"250350 Cacimba de Dentro";17654;1,33;203,42;53,18;8,35;5,11;7,99;1879494,17;2000000,00;3591261,28
"250355 Cacimbas";7029;2,20;237,97;55,61;4,97;2,29;2,51;691921,82;1088721,74;1672708,48
"250360 Caiçara";7535;2,00;240,29;59,95;8,35;2,27;0,20;851615,26;999578,41;1810560,32
"250370 Cajazeiras";57875;7,28;253,31;56,38;6,64;13,44;3,94;11369260,11;4577794,28;14660072,52
"250375 Cajazeirinhas";3168;1,88;343,00;47,05;12,06;7,26;2,02;299122,70;791155,68;1086609,66
"250380 Caldas Brandão";5544;2,50;272,02;54,02;2,53;3,72;0,20;574247,60;856079,86;1508094,62
"250390 Camalaú";5959;1,94;292,83;45,92;1,95;9,94;5,37;676421,13;1177156,73;1744985,57
"250400 Campina Grande";383764;9,80;389,59;37,69;3,66;48,78;0,91;108139932,93;27196578,11;149512232,40
"250403 Capim";5458;2,28;268,51;62,66;6,14;4,44;1,21;562833,31;1000000,00;1465536,92
"250407 Caraúbas";3964;2,57;308,08;74,37;3,65;2,15;0,43;350076,67;885748,19;1221228,00
"250410 Carrapateira";2347;1,98;472,23;41,05;30,01;10,02;5,81;274560,26;769248,26;1108332,62
"250415 Casserengue";6985;1,64;247,83;53,90;1,71;3,76;2,24;819473,29;988257,63;1731098,09
"250420 Catingueira";5006;2,49;307,84;61,57;7,16;1,59;7,37;546672,32;735742,40;1541047,94
"250430 Catolé do Rocha";28468;4,54;311,49;67,79;12,84;4,82;3,96;5730676,11;2468556,95;8867496,08
"250435 Caturité";4629;1,83;366,79;64,53;3,58;9,05;0,60;613317,72;1044738,77;1697880,34
"250440 Conceição";17988;3,12;383,69;70,18;5,68;5,16;1,57;3462194,98;2312849,46;6901847,63
"250450 Condado";6925;1,82;303,38;69,29;4,47;6,00;1,50;894637,97;954235,67;2100874,35
"250460 Conde";20849;8,22;259,28;69,65;3,68;6,00;2,74;2353331,13;3034079,16;5405732,76
"250470 Congo";4930;1,27;258,55;57,39;18,65;8,15;1,18;499196,71;775432,17;1274628,88
"250480 Coremas";15709;5,64;271,30;38,14;6,53;3,12;7,70;2089145,00;2172694,20;4261839,20
"250485 Coxixola";1770;1,48;575,73;50,98;8,35;7,10;3,70;223854,28;843165,16;1019036,20
"250490 Cruz do Espírito Santo";15854;1,08;198,85;54,43;7,10;3,89;3,42;1650856,61;1501742,84;3152599,45
"250500 Cubati";6546;1,90;334,95;60,16;1,50;3,29;0,66;918069,73;1150372,77;2192587,26
"250510 Cuité";20834;2,94;265,26;70,31;2,94;6,18;4,52;3891204,19;1689839,44;5526367,75
"250523 Cuité de Mamanguape";6737;1,44;245,28;62,96;9,57;2,18;3,09;722283,25;930159,69;1652442,94
"250520 Cuitegi";7243;2,38;230,08;67,13;7,41;1,81;2,36;843206,12;809510,83;1666481,31
"250527 Curral de Cima";5648;1,35;253,57;67,26;11,57;2,07;7,12;556882,92;875273,10;1432156,02
"250530 Curral Velho";2886;1,38;412,80;37,25;9,62;4,71;6,96;266637,05;924698,01;1191335,06
"250535 Damião";4998;2,52;341,48;42,70;6,91;3,45;0,81;516546,00;1089057,69;1706731,43
"250540 Desterro";8191;1,84;242,26;56,54;0,97;1,81;3,13;944076,34;1113242,46;1984314,50
"250560 Diamante";6751;2,54;447,33;34,48;3,25;3,09;39,83;2042739,88;987876,07;3019933,01
"250570 Dona Inês";11142;2,39;260,44;68,14;5,55;2,64;3,97;965389,31;1934487,43;2901800,40
"250580 Duas Estradas";3855;2,12;375,62;48,41;1,17;3,60;6,07;528890,78;900000,00;1448029,28
"250590 Emas";3374;1,77;392,63;63,59;6,21;3,69;3,14;351707,14;922068,68;1324730,52
"250600 Esperança";30855;3,34;325,46;70,68;7,43;10,22;0,73;6702889,11;2957284,67;10041937,77
"250610 Fagundes";12183;1,70;224,71;51,10;5,68;2,90;5,13;1252685,80;1484998,70;2737684,50
"250620 Frei Martinho";3025;1,86;490,62;54,46;26,94;5,44;0,27;269488,91;1124797,38;1484121,09
"250625 Gado Bravo";8461;1,53;234,22;60,94;1,96;11,66;0,34;975811,23;797338,50;1981693,90
"250630 Guarabira";56136;3,83;312,46;48,89;2,33;35,47;2,65;13423263,72;3636002,33;17540033,34
"250640 Gurinhém";13998;3,09;223,46;67,79;2,38;4,18;1,13;1640300,99;1361295,96;3127985,41
"250650 Gurjão";3093;1,51;365,28;54,32;9,06;8,85;1,45;305826,28;795054,97;1129802,57
"250660 Ibiara";6304;1,45;231,23;51,16;0,34;9,42;2,46;616762,65;889604,77;1457673,42
"250260 Igaracy";6529;1,79;264,52;61,55;1,11;3,11;3,45;901814,87;925221,28;1727036,15
"250670 Imaculada";11851;1,76;240,77;49,54;5,37;1,87;0,17;1304650,00;1629686,08;2853355,19
"250680 Ingá";18784;2,24;242,69;71,96;3,41;3,65;2,57;2075036,90;2745170,87;4558650,64
"250690 Itabaiana";25463;3,83;295,92;50,74;4,22;15,65;1,42;4843648,45;2211961,62;7535124,31
"250700 Itaporanga";23224;4,21;214,73;74,20;1,64;8,50;3,27;2708851,42;2625733,49;4986991,27
"250710 Itapororoca";16573;1,94;185,93;72,28;7,03;3,38;4,07;1550988,36;1634268,67;3081363,65
"250720 Itatuba";10182;2,86;248,09;59,48;7,42;2,75;2,94;1226996,72;1075738,17;2526044,78
"250730 Jacaraú";14087;1,63;236,03;64,19;12,73;3,84;5,69;1613796,55;1711091,35;3324887,90
"250740 Jericó";8100;2,27;238,35;59,79;2,84;4,15;0,81;783773,49;1110426,74;1930673,04
"250750 João Pessoa";702235;20,34;424,03;42,11;2,24;40,34;1,99;236943399,16;97252064,49;297766234,76
"251365 Joca Claudino";2749;2,81;441,27;45,01;5,97;12,38;0,50;271362,89;889893,65;1213048,73
"250760 Juarez Távora";7603;2,42;235,98;62,46;3,06;2,08;2,49;747608,53;909619,68;1794141,46
"250770 Juazeirinho";16476;2,81;292,00;49,27;7,72;2,34;2,82;2802004,25;2008907,70;4810911,95
"250780 Junco do Seridó";6731;1,62;277,22;64,58;4,56;4,18;0,00;769840,13;1065129,53;1865990,84
"250790 Juripiranga";10605;2,46;215,78;59,22;12,12;3,28;1,12;1246711,83;1229874,60;2288345,88
"250800 Juru";10548;2,21;274,44;52,98;7,20;3,28;0,67;1242291,23;1396563,99;2894788,59
"250810 Lagoa";4949;1,66;302,91;49,08;19,26;2,12;5,99;523954,55;864622,80;1499098,05
"250820 Lagoa de Dentro";7495;1,92;225,80;71,50;10,23;3,43;1,25;752350,42;981102,54;1692402,54
"250830 Lagoa Seca";25766;1,95;228,57;74,50;2,93;3,62;3,20;3184880,89;2434214,45;5889212,98
"250840 Lastro";2894;2,55;422,50;48,20;9,09;13,35;2,35;291136,06;906032,79;1222721,94
"250850 Livramento";7330;1,66;258,82;47,21;1,66;3,89;0,39;735564,33;1100277,10;1897123,96
"250855 Logradouro";3971;1,59;329,03;50,51;7,36;2,89;5,57;427343,19;902939,43;1306594,06
"250860 Lucena";11383;4,07;256,62;65,31;3,42;2,66;0,43;1325594,09;1595528,49;2921122,58
"250870 Mãe d'Água";4127;2,19;328,39;61,86;7,09;4,85;0,41;579053,22;859464,53;1355279,01
"250880 Malta";5800;1,67;255,10;43,84;5,72;9,57;2,30;589149,61;819389,31;1479565,55
"250890 Mamanguape";41677;8,80;224,74;69,41;2,46;5,18;4,95;4816622,63;4549904,73;9366527,36
"250900 Manaíra";11366;2,11;189,27;47,62;2,32;1,77;12,40;863141,01;1304632,55;2151254,02
"250905 Marcação";7606;1,01;344,25;75,32;2,39;3,37;0,50;1507421,83;1110943,04;2618364,87
"250910 Mari";21137;2,14;217,55;69,01;3,88;3,84;4,07;2623093,14;1979223,89;4598336,14
"250915 Marizópolis";6457;1,66;253,86;55,85;12,74;17,24;3,98;672980,45;923421,58;1639199,84
"250920 Massaranduba";12946;1,93;232,53;53,90;2,01;5,90;6,54;1313630,22;1778973,26;3010291,00
"250930 Mataraca";7299;6,92;337,97;63,30;10,03;8,13;3,94;582576,11;1884245,87;2466821,98
"250933 Matinhas";4314;2,13;329,28;51,61;7,30;7,60;3,56;524217,27;896302,22;1420519,49
"250937 Mato Grosso";2695;1,74;556,10;40,44;14,76;3,64;12,24;273537,77;1194385,20;1498681,12
"250939 Maturéia";6029;1,97;291,54;59,07;2,34;4,62;6,02;594614,36;1049218,09;1757681,49
"250940 Mogeiro";12504;3,35;221,48;56,12;2,74;3,01;4,64;1549737,09;1187271,02;2769393,83
"250950 Montadas";4750;1,98;351,06;56,35;27,99;5,45;0,74;549965,48;1143156,75;1667539,14
"250960 Monte Horebe";4498;1,50;303,96;49,75;15,13;9,11;0,75;516743,90;752091,99;1367206,71
"250970 Monteiro";31100;4,92;288,60;51,36;6,37;9,48;3,32;5952683,45;3022626,58;8975310,03
"250980 Mulungu";9629;2,22;251,46;63,49;7,16;2,92;5,47;1303459,27;1033007,00;2421333,23
"250990 Natuba";10495;1,33;198,24;74,23;2,01;7,21;2,32;1062523,17;1218077,43;2080500,76
"251000 Nazarezinho";7248;1,55;217,34;57,81;1,14;5,82;3,82;836903,76;818771,15;1575279,04
"251010 Nova Floresta";10392;1,98;257,91;70,32;4,00;5,93;0,95;1121202,36;1660879,50;2680196,93
"251020 Nova Olinda";6455;1,94;288,77;19,81;0,07;3,08;3,31;890076,30;1097869,86;1864039,96
"251030 Nova Palmeira";4087;1,46;401,39;60,45;9,57;8,19;0,04;471294,62;971243,44;1640500,10
"251040 Olho d'Água";7642;2,08;231,38;63,62;6,81;1,01;5,64;792414,39;797688,34;1768232,29
"251050 Olivedos";3622;1,93;324,48;48,76;19,67;5,36;0,21;308685,79;836038,28;1175283,79
"251060 Ouro Velho";3078;2,03;400,81;56,35;5,86;4,15;5,01;297593,46;942475,99;1233689,21
"251065 Parari";1266;2,55;1034,42;45,10;13,07;7,60;5,01;225781,91;1036737,33;1309572,20
"251070 Passagem";2202;2,11;543,58;53,73;14,29;2,03;1,29;273523,31;923450,33;1196973,64
"251080 Patos";100732;6,39;277,24;62,24;2,88;12,86;4,01;21109050,99;7555273,08;27927309,99
"251090 Paulista";12004;2,91;232,40;58,05;15,65;4,14;5,00;1373647,75;1352425,11;2789696,66
"251100 Pedra Branca";3861;1,69;262,11;55,51;3,95;2,77;11,60;390383,58;778415,97;1011992,46
"251110 Pedra Lavrada";7035;1,33;420,78;52,95;18,73;3,87;0,35;1055058,88;1883909,23;2960212,98
"251120 Pedras de Fogo";27116;2,28;340,44;68,62;5,75;7,11;0,54;6156407,65;2697197,55;9231485,81
"251272 Pedro Régis";5822;1,01;315,92;63,36;3,05;2,55;4,79;526280,07;1312999,33;1839279,40
"251130 Piancó";16455;3,51;631,15;55,78;20,54;4,23;5,44;8593052,81;3713764,65;10385596,77
"251140 Picuí";19359;2,53;296,77;57,30;7,01;11,10;5,54;3928179,66;1707880,26;5745109,26
"251150 Pilar";11737;2,85;258,23;42,76;3,30;2,93;0,00;1620570,38;1458792,67;3030877,29
"251160 Pilões";7068;2,54;255,90;60,20;2,86;5,21;1,76;833816,49;940782,71;1808724,27
"251170 Pilõezinhos";5470;1,33;297,64;73,14;5,64;2,60;0,98;616288,80;1003067,52;1628082,48
"251180 Pirpirituba";10546;2,74;213,79;73,40;6,73;3,43;1,33;1103851,95;1216856,51;2254591,66
"251190 Pitimbu";16832;2,52;238,61;49,09;4,98;5,08;8,49;1722436,46;1500000,00;4016366,00
"251200 Pocinhos";16538;2,19;272,97;56,41;12,73;4,09;2,39;2004896,19;2509484,05;4514380,24
"251203 Poço Dantas";4046;1,92;350,54;45,97;15,93;6,20;7,09;456068,00;945037,00;1418273,00
"251207 Poço de José de Moura";4118;1,15;301,21;63,40;10,04;7,59;3,74;321890,61;848618,39;1240388,83
"251210 Pombal";32443;4,17;235,62;72,30;0,46;4,75;6,81;5567480,27;2274595,74;7644137,00
"251220 Prata";4057;2,55;372,06;52,06;4,99;9,38;1,24;582392,72;1047038,52;1509431,24
"251230 Princesa Isabel";20017;3,01;370,90;39,76;7,12;7,13;6,58;4397514,04;2254310,16;7424267,66
"251240 Puxinanã";13354;2,26;186,84;70,66;6,92;3,86;0,00;1242527,34;1253092,38;2495022,04
"251250 Queimadas";40323;1,90;176,27;79,22;1,33;3,71;4,19;4210566,28;3062152,26;7107877,36
"251260 Quixabá";1488;1,95;756,03;49,11;10,95;4,98;4,01;243688,34;805011,46;1124971,32
"251270 Remígio";17423;2,92;203,70;65,40;13,84;12,35;0,40;1655268,00;1573163,67;3549151,94
"251274 Riachão";3564;1,48;327,76;55,11;8,50;6,63;2,38;330375,76;818438,08;1168141,87
"251275 Riachão do Bacamarte";4319;0,63;328,57;54,03;3,52;4,08;4,75;494806,29;965272,61;1419085,30
"251276 Riachão do Poço";4417;2,04;291,74;52,17;6,06;5,45;0,64;527320,31;769890,54;1288634,71
"251278 Riacho de Santo Antônio";1588;1,69;748,05;41,08;19,71;5,28;0,71;268297,18;845960,52;1187910,95
"251280 Riacho dos Cavalos";8301;3,65;256,88;42,18;12,33;4,53;14,80;784451,87;1266174,65;2132360,87
"251290 Rio Tinto";23788;4,55;228,91;61,22;10,55;3,76;4,38;2838525,27;2686730,29;5445255,56
"251300 Salgadinho";3518;0,60;413,28;39,62;12,63;5,98;6,42;296053,66;1157860,56;1453914,22
"251310 Salgado de São Félix";12950;3,69;188,27;53,81;7,52;2,82;8,79;1327556,93;1110587,90;2438144,83
"251315 Santa Cecília";7244;1,81;283,43;49,85;1,23;3,16;0,00;789775,75;1211106,93;2053191,30
"251320 Santa Cruz";6677;2,43;274,85;62,97;11,24;2,99;4,41;848926,66;796239,14;1835180,89
"251330 Santa Helena";6198;8,87;301,66;51,27;3,90;6,33;17,09;784458,80;1012306,74;1869700,42
"251335 Santa Inês";3834;1,36;274,08;55,65;2,38;3,04;1,42;308471,97;760839,16;1050839,16
"251340 Santa Luzia";14752;4,29;215,31;73,65;4,67;2,84;4,24;1766364,06;1498030,09;3176270,36
"251370 Santa Rita";126775;5,84;211,50;49,52;5,37;26,13;1,45;18689884,90;7656976,03;26813238,82
"251380 Santa Teresinha";4778;2,60;284,75;47,71;10,29;2,86;13,46;563507,18;796783,10;1360553,96
"251350 Santana de Mangueira";5764;1,39;275,15;52,94;10,17;4,09;13,74;732094,42;854194,43;1585953,72
"251360 Santana dos Garrotes";7817;3,04;244,76;70,85;0,00;3,04;0,99;817276,18;1057423,14;1913263,47
"251385 Santo André";2707;1,90;524,59;42,92;0,85;4,59;3,22;334380,31;1124518,19;1420051,99
"251392 São Bentinho";4214;2,07;316,13;54,16;10,20;7,84;4,11;471612,15;760157,34;1332180,07
"251390 São Bento";30353;3,21;371,74;38,24;6,16;2,88;20,14;4959000,81;6216941,13;11283558,61
"251396 São Domingos";2822;1,65;407,78;48,50;14,11;7,84;4,00;301839,54;834306,09;1150752,75
"251394 São Domingos do Cariri";2341;2,85;493,14;61,67;6,56;9,45;11,26;277605,65;916950,96;1154444,66
"251398 São Francisco";3544;1,91;397,03;44,30;7,12;16,19;11,60;335113,32;972613,06;1407071,29
"251400 São João do Cariri";4563;2,64;290,02;58,34;1,51;4,40;1,12;518370,13;804970,31;1323340,44
"250070 São João do Rio do Peixe";18323;3,00;174,32;56,02;4,24;7,43;3,88;2053016,21;1612801,41;3194124,89
"251410 São João do Tigre";4726;3,64;286,37;25,75;4,85;6,84;5,13;545505,96;963640,76;1353380,87
"251420 São José da Lagoa Tapada";8067;2,04;226,90;57,96;8,32;5,30;5,94;838610,72;973687,91;1830416,24
"251430 São José de Caiana";6141;2,58;296,77;48,52;5,23;2,19;10,47;749550,12;1270954,44;1822464,54
"251440 São José de Espinharas";5045;2,27;381,40;58,01;6,37;1,94;13,43;872400,35;1229521,69;1924154,02
"251450 São José de Piranhas";19566;3,62;184,65;69,06;10,72;3,58;3,53;1726174,66;1557227,84;3612956,04
"251455 São José de Princesa";4756;2,37;354,07;46,87;3,16;12,86;4,02;547784,10;1186722,51;1683956,65
"251460 São José do Bonfim";3314;3,15;347,03;35,10;11,20;5,06;7,03;314414,21;766689,26;1150067,70
"251465 São José do Brejo do Cruz";1707;2,07;940,71;29,11;9,11;2,10;37,21;277459,69;1310891,42;1605784,70
"251470 São José do Sabugi";4115;2,00;328,79;64,87;3,68;2,20;1,92;489293,16;872948,82;1352982,60
"251480 São José dos Cordeiros";4079;1,83;438,75;42,66;4,31;8,03;8,83;449161,04;1314163,54;1789678,05
"251445 São José dos Ramos";5702;1,16;249,71;60,50;9,43;2,83;1,34;597370,23;811089,40;1423860,10
"251490 São Mamede";7998;2,18;223,78;59,52;4,08;7,40;0,33;848027,13;831981,16;1789758,96
"251500 São Miguel de Taipu";6812;1,90;233,83;68,07;1,40;1,25;1,16;793484,06;803750,25;1592865,11
"251510 São Sebastião de Lagoa de Roça";11320;2,61;233,49;33,57;11,73;2,50;3,20;1266424,74;1408095,44;2643149,98
"251520 São Sebastião do Umbuzeiro";3170;1,80;407,00;50,96;6,25;10,16;2,47;332992,29;991885,15;1290194,85
"251530 Sapé";47682;2,58;233,59;54,42;4,35;5,70;0,77;7471995,79;3735625,62;11138076,51
"251540 Seridó";10091;1,67;253,22;60,36;14,85;5,01;0,48;1043561,27;1223120,86;2555238,19
"251550 Serra Branca";12816;2,44;296,77;66,89;4,49;1,75;1,85;2464043,53;1425839,57;3803343,08
"251560 Serra da Raiz";3198;1,33;331,08;61,13;5,61;3,99;6,44;318482,93;799137,64;1058778,98
"251570 Serra Grande";3147;4,37;457,72;26,01;9,34;5,66;4,65;313451,24;1139693,96;1440457,18
"251580 Serra Redonda";7915;1,36;179,74;61,45;3,18;3,12;7,92;784481,68;794299,84;1422626,83
"251590 Serraria";6798;2,92;268,30;66,18;6,24;1,59;0,54;808963,51;817970,37;1823894,98
"251593 Sertãozinho";4411;1,30;343,24;52,13;14,05;6,70;2,44;519622,45;964912,87;1514032,83
"251597 Sobrado";7604;1,66;212,22;56,60;7,04;3,60;4,64;810370,36;803374,50;1613744,86
"251600 Solânea";27951;1,66;193,43;65,00;7,34;1,85;0,24;2198096,16;2907318,25;5406554,66
"251610 Soledade";13623;3,71;303,42;59,07;7,20;5,40;2,70;2898801,01;1908412,18;4133467,82
"251615 Sossêgo";3089;1,27;321,00;44,66;6,50;5,58;6,52;253597,60;783983,38;991574,57
"251620 Sousa";65930;3,87;441,07;57,31;0,81;20,10;2,65;23428095,46;5651328,15;29079423,61
"251630 Sumé";17085;5,00;344,25;60,77;6,30;3,36;5,40;3992124,00;1414616,00;5881478,00
"251640 Tacima";9854;2,59;184,15;61,04;5,03;3,11;5,56;1036201,53;798972,51;1814644,60
"251650 Taperoá";15236;2,73;204,28;67,49;5,00;3,45;5,33;1756628,79;1598285,95;3112349,86
"251660 Tavares";14487;2,06;224,76;61,46;6,12;2,38;2,71;1346306,57;1909774,55;3256081,12
"251670 Teixeira";14177;2,30;259,05;68,33;3,22;2,23;0,40;1598479,55;1600274,11;3672574,59
"251675 Tenório";2921;1,67;419,61;39,99;10,49;5,55;0,00;274590,51;951076,91;1225667,42
"251680 Triunfo";9968;1,80;205,40;60,93;13,02;8,23;0,16;1094349,19;902224,86;2047387,79
"251690 Uiraúna";14963;2,49;190,60;73,91;7,01;4,21;7,76;1650584,83;1313738,69;2851944,99
"251700 Umbuzeiro";9450;1,70;225,42;52,31;3,76;4,97;6,75;1111276,38;1200000,00;2130178,39
"251710 Várzea";2568;1,99;463,21;50,85;3,06;5,57;5,43;309288,58;906309,30;1189533,47
"251720 Vieirópolis";4908;2,40;282,04;51,89;12,24;10,35;7,45;543709,74;901278,01;1384246,42
"250550 Vista Serrana";3364;2,15;393,23;45,46;16,33;4,30;1,55;326482,74;976369,28;1322831,07
"251740 Zabelê";2101;1,68;605,37;32,96;18,80;7,42;3,35;268788,66;980321,55;1271885,44
"260005 Abreu e Lima";96266;5,42;239,63;59,16;3,54;3,86;1,00;11765884,04;11040564,77;23068173,49
"260010 Afogados da Ingazeira";35528;5,28;166,89;75,21;2,99;9,07;1,69;2643135,25;2875876,53;5929189,50
"260020 Afrânio";17445;2,41;289,73;50,09;6,28;14,48;3,18;1676805,04;2997651,17;5054364,78
"260030 Agrestina";22591;5,33;206,67;71,48;1,79;5,17;3,79;2549514,56;1952296,82;4668933,64
"260040 Água Preta";30792;7,92;200,12;63,31;6,76;10,78;5,19;3693302,20;2844775,14;6162109,05
"260050 Águas Belas";39672;2,65;137,69;71,87;0,91;4,72;4,24;2797112,55;2665129,66;5462242,21
"260060 Alagoinha";14913;2,54;216,91;67,77;0,56;2,69;1,26;1109520,80;1940072,16;3234767,72
"260070 Aliança";35235;1,73;214,33;73,86;18,52;5,13;0,85;3228537,21;3993081,46;7551827,95
"260080 Altinho";22427;3,69;206,96;72,55;4,16;4,38;2,51;2448565,74;2447183,10;4641379,91
"260090 Amaraji";20509;1,92;225,32;69,18;4,23;11,03;2,06;2149228,45;2113131,12;4620989,51
"260100 Angelim";10385;3,16;239,54;62,20;6,22;5,42;6,34;1352822,78;1395733,39;2487656,03
"260105 Araçoiaba";17484;2,03;255,96;46,25;3,36;5,92;7,67;1589464,28;2610262,38;4475122,32
"260110 Araripina";79877;1,33;97,57;59,86;7,29;12,76;4,17;5449818,74;2711221,86;7793321,84
"260120 Arcoverde";68000;5,22;153,24;73,03;0,41;6,97;2,30;6024545,86;4504855,86;10420344,71
"260130 Barra de Guabiraba";13623;2,43;190,51;74,87;0,06;2,30;0,50;1246922,00;1346076,55;2595266,37
"260140 Barreiros";43911;3,57;155,29;70,54;0,82;6,94;1,20;3455669,79;2906115,62;6818827,53
"260150 Belém de Maria";9703;2,32;237,85;59,74;3,26;2,54;9,87;1290977,28;1074587,54;2307874,98
"260160 Belém do São Francisco";21342;2,93;228,81;64,11;4,96;10,81;0,93;1372189,23;3063366,54;4883294,58
"260170 Belo Jardim";74028;5,60;201,69;77,11;5,35;6,25;0,25;7076018,23;8692333,95;14930687,37
"260180 Betânia";12011;2,25;231,28;55,86;5,56;5,18;20,09;1206142,45;1412680,86;2777863,91
"260190 Bezerros";58354;4,08;251,86;49,67;5,52;27,66;0,59;10093530,26;4494944,03;14696832,74
"260200 Bodocó";34988;3,17;233,76;48,15;4,38;8,18;4,35;4292953,68;3358238,74;8178644,64
"260210 Bom Conselho";45250;1,92;196,53;72,30;6,87;6,66;1,33;4040601,35;4809393,22;8892883,19
"260220 Bom Jardim";40924;2,39;183,87;58,19;18,41;5,66;3,74;3944073,70;3659353,99;7524857,77
"260230 Bonito";40832;3,85;206,52;69,16;2,61;4,27;1,28;3825331,37;3301987,27;8432443,46
"260240 Brejão";9780;1,89;251,72;64,25;4,80;12,39;2,65;1109279,52;1216468,66;2461853,71
"260250 Brejinho";7369;2,30;250,14;53,43;9,16;9,47;10,58;945152,69;849763,20;1843261,65
"260260 Brejo da Madre de Deus";42250;3,49;198,18;66,67;4,68;4,10;0,54;5724476,14;2688663,49;8373234,31
"260270 Buenos Aires";13675;2,81;180,85;57,50;3,48;8,02;4,46;1039082,67;1433987,07;2473069,74
"260280 Buíque";53272;2,20;139,54;66,00;11,43;4,21;6,47;4067840,40;3365810,98;7433651,38
"260290 Cabo de Santo Agostinho";171583;14,09;403,03;65,77;5,15;14,40;4,91;22327977,08;47514974,62;69153227,47
"260300 Cabrobó";30432;18,78;255,54;69,45;4,33;6,65;3,68;2718128,83;4817002,31;7776712,95
"260310 Cachoeirinha";18123;3,20;274,36;74,09;6,16;4,09;1,51;2321390,49;2151821,29;4972233,30
"260320 Caetés";26386;1,38;251,31;58,25;16,14;4,28;3,39;3139438,99;3324675,60;6631156,59
"260330 Calçado";11619;1,46;224,37;69,97;5,36;6,21;1,30;1085601,20;1586998,36;2606943,48
"260340 Calumbi";7977;1,88;190,86;51,22;5,79;5,88;1,04;680242,89;944020,89;1522496,96
"260345 Camaragibe";143210;6,51;344,10;57,28;3,43;31,67;1,36;36609521,96;13984801,82;49279071,20
"260350 Camocim de São Félix";16574;2,79;211,46;69,47;4,89;8,01;1,55;1881401,62;1569918,19;3504682,07
"260360 Camutanga";8214;1,73;352,57;64,68;9,15;7,25;0,01;1046301,13;1528412,33;2896042,71
"260370 Canhotinho";24847;2,63;246,91;65,14;2,09;11,78;0,21;3302200,37;2824290,56;6134865,70
"260380 Capoeiras";19936;2,25;211,84;72,95;0,63;4,88;3,21;2141576,31;2081694,17;4223270,48
"260390 Carnaíba";19155;3,53;215,16;30,66;4,09;5,88;4,46;2784223,95;1622577,75;4121315,63
"260392 Carnaubeira da Penha";12451;2,62;298,41;65,19;4,72;2,00;2,41;1929428,67;1796820,13;3715561,05
"260400 Carpina";68070;5,81;193,72;59,01;7,53;5,69;2,15;5493773,96;7692933,58;13186707,54
"260410 Caruaru";298501;12,19;215,47;73,01;3,56;10,57;0,98;38385222,86;23201976,45;64317326,67
"260415 Casinhas";14798;1,95;302,61;62,22;4,41;7,92;1,46;1842672,05;2606318,00;4478050,00
"260420 Catende";35251;2,84;199,79;69,01;4,32;8,95;1,64;3341954,43;3524831,00;7042796,34
"260430 Cedro";10784;2,49;223,75;34,65;8,47;6,38;0,88;908972,15;2013219,89;2412894,06
"260440 Chã de Alegria";12185;2,16;252,05;58,59;4,21;3,72;1,07;1470281,52;1908094,63;3071202,48
"260450 Chã Grande";17924;4,25;328,81;67,27;14,75;4,45;5,34;3122360,60;1924954,31;5893523,90
"260460 Condado";24403;2,46;236,42;63,26;11,84;12,85;3,23;2374178,81;2873066,40;5769259,90
"260470 Correntes";16686;2,48;266,61;73,53;5,47;4,66;0,06;1840851,02;2356970,47;4448681,02
"260480 Cortês";11712;0,83;310,50;76,66;1,34;3,23;2,24;1769104,57;2018637,92;3636556,15
"260490 Cumaru";13812;1,93;302,10;61,86;7,82;4,72;7,96;1823577,96;2348962,12;4172540,08
"260500 Cupira";22783;2,77;231,60;72,23;1,65;6,16;2,71;2779941,67;2654889,89;5276504,29
"260510 Custódia";33874;20,83;213,18;65,10;8,47;5,89;2,98;3780153,04;3460316,22;7221222,65
"260515 Dormentes";16462;2,66;246,63;61,58;3,69;5,13;1,38;1566169,06;2231395,71;4060064,47
"260520 Escada";62604;8,43;169,11;77,09;5,09;4,50;1,97;4267087,32;7085960,95;10586895,03
"260530 Exu";31086;2,16;203,58;59,42;5,63;5,92;0,84;3659054,05;4041587,35;6328363,00
"260540 Feira Nova";20052;2,31;227,32;71,57;8,67;4,79;0,80;2220799,45;2230807,80;4558150,87
